"Activity" "SubjectID" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"SITTING" 16 -0.807450817868852 -0.76992115257377 -0.718168775628415 -0.0985270488390984 0.141929395420628 -0.0495879774028962 -0.0650565410420765 -0.368850382481148 -0.184101713086885 -0.96994151726776 -0.986533768387978 -0.99111755204918 -0.865976106830601 -0.822858516994535 -0.746607200472678 -0.268631595612022 -0.780010575177596 -0.844626592896175 -0.738434398105465 -0.782089515344262 -0.699604807571858 -0.798348865087432 -0.904958395437159 -0.905775184781421 -0.990988951775956 -0.904140980737705 -0.924821725846995 -0.91200452942623 -0.929501468551913 -0.929511382923497 -0.850982444445082 -0.918399734754098 -0.98836356284153 -0.987889482814208 -0.452495443992623 -0.925591765300546 -0.944414528579235 -0.789780147036612 -0.90739295773224 -0.887336573306011 0.0402075536234973 -0.971156432131148 -0.964727519945355 -0.00999754719540984 0.453031876420765 -0.888462423715847 0.793679045765027 0.710672131284153 -0.723999115683607 0.144896426346694 0.0547162478050273 0.115902965416393 0.0437716075423497 0.163097722654098 0.0621595901013661 -0.0988827215203825 0.055376710168306 0.0328770457687978 0.117500099180929 -0.0724444803980874 -0.715318672196721 0.646619195502732 -0.0127155059962022 -0.107361614801257 -0.159580391228634 0.178127527563934
"SITTING" 17 -0.841156880377358 -0.814557123396226 -0.764675748217547 -0.175458962408302 0.161965315497736 -0.134800076491283 -0.0484022617524528 -0.355722536989811 -0.198094715652075 -0.973284549584906 -0.963189195245283 -0.990212330528302 -0.87097469690566 -0.877508001056604 -0.798259581916981 -0.437895884030189 -0.814242238667925 -0.909685534177359 -0.748849195189811 -0.851399694716981 -0.741523269008679 -0.857930627245283 -0.94129426717283 -0.922463398 -0.993302098867925 -0.903360036550943 -0.940756958981132 -0.916104177358491 -0.934259896415094 -0.872922327498113 -0.8709144768 -0.932587513735849 -0.988383732264151 -0.962365393509434 -0.39721683246717 -0.929541730716981 -0.97210308290566 -0.824027081279245 -0.886314735962264 -0.929916972603774 -0.0471562589226415 -0.974188029698113 -0.960680171396226 -0.0187588162471698 0.494400038301887 -0.836158586815094 0.802870530766038 0.814834012996226 -0.774304366659925 0.172636438570189 0.139469216881509 0.192474444374415 0.0129524527481208 -0.0034881346208 -0.00637197059358491 -0.0433876944516226 0.0137105628615094 0.0748377557949434 0.177092737643396 -0.0788830552372755 -0.757443879132075 0.678093144472453 0.0545401507664151 -0.103491347726038 -0.28574650942 0.167418743315094
"STANDING" 17 -0.616953595058252 -0.662232984964078 -0.448515068843689 -0.0385953535339806 0.0980104282320388 -0.057762244 -0.012581691278932 -0.324080736978641 -0.0699654752341748 -0.903428019902913 -0.878365770097087 -0.933872128349515 -0.595379208834951 -0.849734264563107 -0.549118416504854 0.0499518254174757 -0.832759158349515 -0.836893203106796 -0.442691766859223 -0.749224504951456 -0.386380370480583 -0.774545216893204 -0.837987071067961 -0.783047014563107 -0.984915959514563 -0.759335625728155 -0.876657404466019 -0.667118422135922 -0.880074012038835 -0.752830507378641 -0.650433388339806 -0.865777617961165 -0.932833976504854 -0.982791654660194 -0.508598989417476 -0.85369414038835 -0.950838913398058 -0.483478201703884 -0.75504374592233 -0.921487377378641 0.0580703614466019 -0.965554761165049 -0.95399856 0.181790302531262 0.312431444757282 -0.554398623980582 0.528344291388349 0.673532471067961 -0.49548060776699 0.126864959727087 -0.0187489114485437 0.138597340682524 -0.0881759844417476 0.13052532084466 -0.000294720557864077 -0.270540156418447 0.172925299095631 -0.00305777364951456 0.0683365874062136 -0.0925593320679612 -0.501486462893204 0.472294548349515 -0.200617690240777 -0.1190789103 -0.0226355126998058 -0.0245403209943689
"STANDING" 19 -0.655240178701389 -0.71450011265325 -0.548919668132222 -0.116427336661667 0.1563430966725 -0.0838070012175 -0.272426041147139 -0.585293038919722 -0.166388790416292 -0.803265342918111 -0.815768700066667 -0.891555738055556 -0.690774023141944 -0.837060158152778 -0.617530736995833 -0.268521726666667 -0.800179210113889 -0.79444444375 -0.572596722878 -0.728521901498861 -0.522768417406514 -0.752976199825 -0.852096328796667 -0.851478913670278 -0.974811309861111 -0.766521438688333 -0.754243394727061 -0.754324071838056 -0.797703141481111 -0.792971573263889 -0.743845875483333 -0.77453071884225 -0.880430032172222 -0.929700694672222 -0.577813276971667 -0.777532904343333 -0.869718727708333 -0.553089575942778 -0.733322752402778 -0.883661824547222 0.233011401195083 -0.958290447861111 -0.95925383425 0.172325807166111 0.236196618222222 -0.62036219381225 0.707470337902778 0.691729884012222 -0.573253622697222 0.165938312781944 0.104584519206944 0.116459816648069 0.03226406801525 -0.0900600461114444 0.204569551601417 -0.0061948700775 -0.0197185438811944 0.0840918771515278 0.125647813356028 -0.0681420603177778 -0.576480658975333 0.5487150761675 0.0420109528904167 -0.0895939425055556 -0.210580929279306 0.157212890321861
"STANDING" 21 -0.781559286568627 -0.786199293083333 -0.693779224517157 -0.108368298213554 0.129599528026225 -0.0888848806166912 -0.213280948229902 -0.529456884957353 -0.206604077907353 -0.948208009485294 -0.939487228088235 -0.964890621593137 -0.759124252963235 -0.865668049803922 -0.727086481647304 -0.30142426234951 -0.789531940536765 -0.814052286806373 -0.674102360655147 -0.794922813673627 -0.66365899936152 -0.815277688747549 -0.902083826818627 -0.866663589661765 -0.989381355955882 -0.893004557279412 -0.869100929117647 -0.822742096788971 -0.905531984264706 -0.855201763952941 -0.848283227446078 -0.882198767965686 -0.962987636176471 -0.967912738161765 -0.443355285747304 -0.867478192289216 -0.934948958308824 -0.752040828651961 -0.843570918186274 -0.881011393131323 0.0321851774362745 -0.965586634460784 -0.969330818455882 0.260186060147059 0.330873193529412 -0.690342239142157 0.747577886261275 0.748157812851667 -0.69790851110348 0.176557584217206 0.0720348089110294 0.115141070567843 0.0670460674177451 0.182989603982083 0.0651047623223039 -0.0345178783680392 -0.00800260252093137 0.0629835212283333 0.155786229711275 -0.0784719736838971 -0.695544649862745 0.621309120114706 -0.021940109963848 -0.100558317889216 -0.182286414261029 0.129871479233333
"STANDING" 22 -0.724225180996885 -0.774554044137072 -0.637666108456075 -0.0682523553848598 0.148343607207134 -0.0268998462148598 -0.215530472224922 -0.570613955457944 -0.201602590107835 -0.929755562679128 -0.879945546448598 -0.939943892928349 -0.713317747634891 -0.869624042741433 -0.652844537220561 -0.232675173336386 -0.788161992233645 -0.804153685224299 -0.576391814080349 -0.780252702647975 -0.548459748666729 -0.805406452834891 -0.848880681492212 -0.870046751775701 -0.973452827912773 -0.838699973676012 -0.777584312264798 -0.774232008420561 -0.894711211028037 -0.768547822171651 -0.747585663408411 -0.868774695996885 -0.934235270155763 -0.98964182623053 -0.472288155610592 -0.837562304267913 -0.912676495638629 -0.639575654479751 -0.789966210560748 -0.908058903333333 0.23588786398215 -0.95850446411215 -0.957323093436449 -0.00837088736915888 0.367793483489097 -0.717803143464175 0.604115522359813 0.718933840781931 -0.612493733968536 0.163325580399502 0.0350446310830841 0.0624132299355452 0.0201308890566978 -0.0693195036794392 0.188519652700623 -0.0257487044538941 -0.0182522903093458 0.111201310520872 0.10523355600914 -0.0949661116922118 -0.614291566449221 0.552016925242368 -0.0157707167037383 -0.109257561827445 -0.145539882570903 0.144842351728037
"STANDING" 23 -0.551136607708387 -0.710903609557312 -0.544207964433387 -0.207156777406747 0.0963432026373656 -0.10463410029086 -0.157341492208898 -0.463483046806452 -0.229258766386398 -0.928761460026882 -0.9205099725 -0.942927244032258 -0.767203223067204 -0.688476734176882 -0.591179994527285 -0.0942383376271505 -0.791536592497312 -0.826164873728495 -0.636977610060753 -0.627540367652688 -0.558705561466129 -0.629410220727312 -0.859750675652957 -0.830246751731183 -0.964069901981183 -0.863663550497043 -0.783621145795699 -0.861032167715054 -0.921031513736559 -0.797077867057258 -0.839899500591398 -0.904854685483871 -0.93738703483871 -0.756186964776344 -0.549216500122043 -0.758796565424731 -0.843031095436828 -0.685136501518817 -0.834757987392473 -0.723369878191667 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.127151263612473 0.434036829193548 -0.888487695430108 0.674385771013441 0.569937780420914 -0.577999793315188 0.185584513210511 0.137724709232581 0.0995123892401075 0.0302250969109677 0.0365178975172043 0.051724314869086 0.0139056909051344 -0.00978589802994624 0.0540742512 0.145030173644624 -0.0825972963754032 -0.653684522728495 0.538186830844086 0.025997090079543 -0.0966990737225806 -0.128548908147258 0.0635844320262177
"STANDING" 25 -0.789936061871345 -0.77531841951462 -0.702316028245614 0.129833838098538 0.0115333872066082 0.00691816767236842 -0.104249284659646 -0.42481803904883 -0.0707062779751462 -0.914855329298246 -0.976460054152047 -0.990445956520468 -0.848782910116959 -0.910927939795322 -0.841179656432749 -0.341156196957895 -0.76532729574269 -0.839181286508772 -0.777826411520468 -0.893968784502924 -0.825951174619883 -0.904792008187134 -0.947956763099415 -0.916252798479532 -0.996637312251462 -0.973577150263158 -0.970822251695906 -0.920490245614035 -0.942133360204678 -0.960605033099415 -0.945359284444444 -0.928994637192982 -0.987459356754386 -0.997227481959064 -0.380079271126374 -0.968182520116959 -0.985742979298246 -0.743406970894737 -0.93087085 -0.970814671666667 0.276947228143363 -0.946597675643275 -0.892577652526316 -0.0816658483905556 0.403631798830409 -0.7013288005 0.833080091461988 0.888370697602339 -0.828127980847953 0.158020157019591 0.065004700128655 0.135284922398889 0.046645588086307 -0.0109111063008772 0.104920847508421 -0.148170642841842 0.068699957149386 0.0280973516764035 0.118880365787895 -0.0778616409423099 -0.674332974035088 0.68070400122807 0.0908216282707602 -0.106956810491754 -0.132328597172749 0.160725679651199
"WALKING" 2 -0.698416859900662 -0.735091751778146 -0.614771054893146 -0.166604534372185 0.144381516838079 -0.0766789491913907 -0.229617201945364 -0.540187818755629 -0.234907371348013 -0.913189233013245 -0.893872838609272 -0.906554681556291 -0.688208358372848 -0.830835611754967 -0.54221996550404 -0.150928621125828 -0.758598588350993 -0.824503310298013 -0.509147543673841 -0.767087015496689 -0.498548018662914 -0.78966654513245 -0.854188630980132 -0.831087364506623 -0.980403101324503 -0.881041711556291 -0.72684577417351 -0.790873450354305 -0.852880085864238 -0.716191353681457 -0.842983792119205 -0.831243337983444 -0.909709305165563 -0.970368656258278 -0.590158146904636 -0.768062192026821 -0.926829161685431 -0.638717694593046 -0.742168433203974 -0.898392358476821 0.134865335090728 -0.963015508245033 -0.960033560165563 0.102866914538411 0.42822278089404 -0.651005101721854 0.583960484002649 0.706169094741722 -0.583251058675828 0.228924745364901 0.108695879327881 0.0854969500921192 -0.057460692242053 0.19239867245596 0.111621551897682 0.0635219913816225 -0.0769758413990066 0.0904740107192053 0.155497917998278 -0.0568420186817881 -0.634222980201722 0.535464604613609 -0.0733458710096026 -0.0875587491668874 -0.186421686582715 0.0473401127022517
"WALKING" 4 -0.740227201072555 -0.739554566256151 -0.656291093847319 -0.01433375462347 0.0270283635843849 0.0579308807350473 -0.136616947077918 -0.462753657662145 -0.0171204721429338 -0.937697735173502 -0.933483901324921 -0.952977253154574 -0.789975783217666 -0.923734265078864 -0.657494779355836 -0.21982391507571 -0.767579117063091 -0.764458464047319 -0.593855151524606 -0.860544668359621 -0.587195880386751 -0.881499494006309 -0.894141358495268 -0.853983762804416 -0.988437029652997 -0.895691718675079 -0.848431907665615 -0.841216410567823 -0.89754854 -0.852163104851735 -0.840740469104101 -0.87833914148265 -0.950043784006309 -0.996717022618297 -0.343441745120505 -0.880475054574132 -0.974271610536278 -0.641881977553943 -0.84013102851735 -0.966216155425867 0.164130896618297 -0.962636979274448 -0.941416800167192 -0.36002712889306 0.524694760063091 -0.66157235170347 0.655303507718296 0.829201243753943 -0.66226854397918 0.259076321413565 0.0643191583272555 0.0658778838766561 -0.0641136489716932 -0.0835446978017035 0.335539618896845 -0.0769299609943218 0.0618086040271609 -0.012804581731388 0.0425308562870662 -0.0787229907785489 -0.645653551135647 0.601987563974763 -0.0783537490010726 -0.107859315713249 -0.0603777076264984 -0.0200368510473502
"WALKING" 9 -0.68718306415625 -0.638352681215278 -0.550201866572569 0.0191331772392396 0.10012859236875 -0.0817126595448611 -0.134612422201111 -0.471263257844097 -0.243919859066458 -0.946570822604167 -0.955427659722222 -0.967931707986111 -0.842776544479167 -0.776742654322569 -0.638414017520833 -0.0652586338090278 -0.716397847965278 -0.7981481475 -0.679065855003472 -0.739139922708333 -0.529769987404872 -0.7616902428125 -0.875664104930556 -0.883582376597222 -0.987172372881944 -0.796259703611111 -0.899008207152778 -0.914717461840278 -0.903667916527778 -0.937291849652778 -0.796876171435764 -0.880816609236111 -0.960336865243056 -0.973682272291667 -0.440169397652083 -0.885043230451389 -0.924227338159722 -0.639863219559028 -0.894243379201389 -0.847334672822917 0.104353653032743 -0.958784666180556 -0.949938115208333 -0.383766134317014 0.515609351038194 -0.953003848194444 0.760029488284722 0.708826648993056 -0.621301533845833 0.141648149245139 -0.00226516676003472 0.227287289733333 0.0481049191569444 -0.0111291581503472 0.167044974764792 -0.176989520315278 0.0970062979444444 0.0505385238479167 0.169133216063194 -0.0729884312991667 -0.634876718472222 0.524386309368056 0.0243758665861806 -0.0892254930640278 -0.0601193122892361 0.10166382181875
"WALKING" 10 -0.658518298455782 -0.666572591590136 -0.521819802352381 -0.0855952840780952 0.107934853084048 -0.0650336248039456 -0.204940292216667 -0.51308318387619 -0.165532502316667 -0.893338108061224 -0.92515752670068 -0.955903288945578 -0.754864424044218 -0.846177047891156 -0.545551469622007 -0.188748065578231 -0.705508008503401 -0.761451246156463 -0.556271725483333 -0.77916817122449 -0.468300214776871 -0.811062360639456 -0.842349903911565 -0.82312616124898 -0.976651090102041 -0.798015688503401 -0.762008061527211 -0.834114954227891 -0.855077678809524 -0.785172941846939 -0.770063036431973 -0.824413293037415 -0.950314445816327 -0.978145472414966 -0.546556540367347 -0.789701958806803 -0.914748224829932 -0.620379208870442 -0.781400622316327 -0.938733642006803 0.0552047227876769 -0.965808126428571 -0.95452407255102 -0.289626207078571 0.425877250544218 -0.636681417959184 0.622477993778912 0.70426398915102 -0.581146093853401 0.188099365691156 0.0935206837880952 0.160581214926871 0.0567168068319728 0.0124123941441837 -0.153198876299169 0.0319397605761769 -0.0673276275214966 0.149117766589796 0.152003968041259 -0.0846403674590918 -0.609987285106803 0.512668992955782 -0.0453267449393537 -0.108150829882313 -0.150181968119048 0.186142380926531
"WALKING" 12 -0.71821801651875 -0.729921787384375 -0.63166805889875 -0.127753820909031 0.182147115433969 -0.08442260098 -0.223544744641125 -0.537537241509688 -0.264773621381994 -0.918039231 -0.906505414421875 -0.94993032621875 -0.771911941996875 -0.9129828073125 -0.578826707814469 -0.188495557924688 -0.711290321203125 -0.799999998940625 -0.579168053712969 -0.80858300040625 -0.52256784538625 -0.8298692183125 -0.87891484354375 -0.833209558984375 -0.9829972710625 -0.85087540359375 -0.78758300614375 -0.8511876549 -0.864356904553125 -0.7811159535125 -0.817122000278125 -0.851820338722188 -0.94677360669375 -0.9799640854375 -0.502332644273437 -0.800466773340813 -0.95261951503125 -0.661246826087188 -0.788659091476563 -0.9422879151875 0.0330295544910625 -0.96738343446875 -0.9605729084375 -0.331900779715625 0.51433695096875 -0.68721519559375 0.660187166529375 0.77669994659375 -0.629448623021875 0.215747115981906 0.09090402260925 0.101801228824125 -0.03393079181375 0.08027772541075 -0.0490621856021875 -0.0400423557244688 0.0018512133996875 0.0356968027449062 0.11534295053775 -0.0592027333975 -0.64702086056125 0.57052788024875 -0.0779840740434375 -0.0731134377315625 -0.150931026734688 0.10272186905375
"WALKING" 13 -0.660923445651741 -0.745408219641791 -0.622856960360199 -0.163299622802488 0.130419015100497 -0.115825317642786 -0.0115833827943781 -0.322944538221393 -0.191232841119851 -0.950221457661692 -0.954199538308458 -0.975122192039801 -0.811201480049751 -0.803949725174129 -0.703870391854726 -0.210575089512438 -0.814476005572139 -0.829519071094527 -0.66893984600403 -0.737149575771144 -0.665078935430348 -0.752409872636816 -0.908442976368159 -0.875911382064677 -0.987500321890547 -0.904665914825871 -0.906375428706468 -0.884059250248756 -0.905582709502488 -0.85635123079602 -0.888702125472637 -0.895746118557214 -0.971346446019901 -0.905446201791045 -0.329222779850746 -0.897350638442786 -0.919065100109453 -0.736828557064677 -0.854612865373134 -0.868899650149254 0.0149105014577114 -0.966599756965174 -0.954139544527363 0.146126983405473 0.490631276865672 -0.851293124179105 0.739455589004975 0.693857462225871 -0.676385317621891 0.196160043419702 0.131796819157711 0.148357412934826 -0.00755350658905473 -0.00773354071318408 0.0739677254368159 -0.0885464811008458 0.0503234120681592 0.0290542538341791 0.0780763498288557 -0.0695801036455721 -0.710016248457711 0.602939450218905 -0.0377193818830846 -0.0894616084467662 -0.146510056442289 0.0529754220069652
"WALKING_DOWNSTAIRS" 1 -0.315072550785714 -0.433143029392857 -0.0916624324642857 -0.1742592625 0.268903446571429 -0.27904612725 -0.15533337825 -0.433785916110714 -0.00267520464285714 -0.835276141785714 -0.877991141785714 -0.958812564642857 -0.498722542142857 -0.595391567857143 -0.105761491214286 0.442661270714286 -0.7857142825 -0.757142856428571 -0.224905915296429 -0.516095982857143 -0.0330833366785714 -0.548798701785714 -0.806579678571429 -0.775610285714286 -0.985915600357143 -0.729312895357143 -0.505964201714286 -0.639444341428571 -0.7617055375 -0.684094158214286 -0.576339167142857 -0.726086442857143 -0.952096546428571 -0.874559224285714 -0.164496010071429 -0.545087184964286 -0.847504538214286 -0.423577624642857 -0.641956959642857 -0.876354170714286 -0.0941463448928571 -0.957048614642857 -0.945034861071429 0.000898279249285713 0.750982261428571 -0.807268633214286 0.346183888214286 0.471022723571429 -0.208105095842857 0.211751418821429 0.10821887425 -0.208858871571429 0.0156762138428571 0.325758395078571 -0.300155252785714 -0.198650963857143 0.13023167625 0.0235282194392857 0.0143754252357143 -0.124194573607143 -0.444440388642857 0.100875038342857 -0.161202785035714 -0.121134045164286 0.237546434678571 0.184536507251429
"WALKING_DOWNSTAIRS" 3 -0.708087812187683 -0.772826203607038 -0.643150121648094 -0.000264255063504399 0.0680683162800586 -0.0535119465671848 -0.197470789787478 -0.508328445858064 -0.247693203183871 -0.91589098483871 -0.874649725656891 -0.9485837828739 -0.75660210361261 -0.89190288182698 -0.623255114860997 -0.169477835140762 -0.761233561982405 -0.791397849266862 -0.559851186088408 -0.81080601659824 -0.583879131818798 -0.829244846891496 -0.889657888387097 -0.857666784043988 -0.987422098973607 -0.895697707536657 -0.842252813167155 -0.828958672530792 -0.898816928607038 -0.746149961095601 -0.855077423964809 -0.886036488035191 -0.950523918357771 -0.984872038826979 -0.557156149923754 -0.836914879214076 -0.960800284721408 -0.642097719778592 -0.792184972220821 -0.931644729472141 0.0480937904190616 -0.966457565630499 -0.9445645371261 0.021561393374956 0.470926521057185 -0.625185177360704 0.62398123538132 0.776199417653959 -0.646245684749355 0.216531028075367 0.0700699937568915 0.0752599680360704 -0.0289132302111437 0.014017028808563 0.0258443926935836 -0.107822249787709 0.0538960355278592 0.0566239901573607 0.117889953875191 -0.0743565308442815 -0.616187372755425 0.599414202577713 -0.0251657717227566 -0.0991554609633431 -0.0816490324851026 0.0430032129928534
"WALKING_DOWNSTAIRS" 5 -0.688205235936424 -0.743857712970199 -0.602770284825828 -0.141134880855546 0.133752004337119 -0.0977463073887417 -0.243947205606623 -0.550487853230364 -0.205542945078808 -0.899529659966887 -0.859238050874172 -0.948427938874172 -0.676435208519868 -0.890286157218543 -0.586286198957947 -0.150359954012583 -0.73723563184106 -0.679028697155629 -0.491500434303907 -0.798835563807947 -0.522800347064238 -0.819365632582782 -0.867540634282781 -0.847715238475497 -0.984032370761589 -0.821555673824503 -0.848939947715232 -0.776536528278146 -0.765985320460265 -0.823051832311258 -0.746622108781457 -0.713415917907285 -0.948495195827815 -0.964887448907285 -0.335102913231788 -0.834927919470199 -0.95978298986755 -0.632239300829801 -0.729451412982781 -0.926905274834437 0.0921607197449904 -0.964629108807947 -0.939973777950331 -0.499615238692053 0.533345902450331 -0.638779938609272 0.602436232857616 0.770622727582781 -0.591358924347682 0.191572662873742 0.107270609267219 0.0610364548902649 0.0385932372128808 0.0519118728857616 0.0778619220718576 -0.102184756595033 0.0503938996625828 0.053124321057149 0.102539978785762 -0.0774316445596026 -0.636735925903974 0.495157373171523 -0.0368889391448973 -0.103522877147351 -0.0821406146549007 0.0626423827377483
"WALKING_DOWNSTAIRS" 6 -0.608079672582154 -0.699421025467692 -0.549494852037046 -0.151958186052062 0.134516454338462 -0.110977092557034 -0.376126692672615 -0.67020305164 -0.382270809258154 -0.759751330833231 -0.801419506664615 -0.890549378830769 -0.622914711695385 -0.898456558246154 -0.525362836771662 -0.112861368833846 -0.6970719588 -0.669128204963077 -0.437837459287385 -0.755751144098462 -0.468662866097846 -0.775259062790769 -0.846211097272308 -0.807055884584615 -0.975052941046154 -0.802215387932308 -0.784460812706462 -0.775225959532923 -0.722435703245231 -0.717661638296 -0.737241670777846 -0.679819183461077 -0.879086077129231 -0.921810900030769 -0.532600409584615 -0.784915272424 -0.929249878384615 -0.537201442069846 -0.654091713815508 -0.874680399584615 0.0475199990906462 -0.958898709015385 -0.9509348864 -0.336792015408615 0.510531183323077 -0.597126175753846 0.552497227966769 0.714442071519385 -0.550680374889538 0.226026785703692 0.0820612318209231 0.147930538036831 0.127199173128769 -0.118126078708985 -0.0458112449553846 -0.0530710597236308 0.0330490772204615 0.00910325812092308 0.274304682403077 -0.0706129097498462 -0.580098038556308 0.498927712991385 0.0242650935590462 -0.0829159966093231 -0.0906246279975385 0.0740934437987692
"WALKING_DOWNSTAIRS" 7 -0.624184024006494 -0.743166703597403 -0.581899897967532 -0.133872426348377 0.0972408273607143 0.0139212446199675 -0.078714995595 -0.405854102975974 -0.226163946629545 -0.905225294967532 -0.927468857792208 -0.935107314837662 -0.811105708538961 -0.729001481597078 -0.635242654404221 -0.0592296095840909 -0.773146206931818 -0.824891773811688 -0.62853163071948 -0.684856438953896 -0.570839180123247 -0.707052515573377 -0.875077305558442 -0.86016841887987 -0.98082250237013 -0.85728408711039 -0.857470751042208 -0.877421150756494 -0.882008206753247 -0.851072331405844 -0.821540775571429 -0.867827004707792 -0.937439633019481 -0.921566653181818 -0.415472584264545 -0.849989948529221 -0.885563640032468 -0.643767578493507 -0.835601042262987 -0.805592332457792 0.0342160711928604 -0.956538178587662 -0.955312554090909 -0.211339534241234 0.493419396363636 -0.901388614698052 0.698593753917532 0.643757274123052 -0.617410130164967 0.134174549924675 0.0171226466016234 0.090675725297987 -0.0384360942844156 -0.0109860908261364 0.177897102237175 -0.165042491944253 0.0931850174024026 0.0155946595167532 0.113878768841851 -0.0646077113078896 -0.626580760162338 0.590072090012987 -0.0854120254009416 -0.0942037376182662 -0.0688368169994156 -0.0282000905396104
"WALKING_DOWNSTAIRS" 8 -0.741098862666667 -0.775736486568627 -0.637885629840196 -0.0739666813196078 0.0524965528764706 0.0221560957313725 -0.128762657241863 -0.44356920195098 -0.111919604639216 -0.773665550123529 -0.908510683333333 -0.970799860098039 -0.705209065382353 -0.901401351960784 -0.708723278137255 -0.394595557617647 -0.749525615656863 -0.764052287421569 -0.578323210437255 -0.825518178078431 -0.68738453654902 -0.833057784181373 -0.923453605098039 -0.877560374490196 -0.992920602058823 -0.915180143235294 -0.847346044823529 -0.862961098333333 -0.720877499463627 -0.826499620460784 -0.886471643823529 -0.690686845892157 -0.963716860490196 -0.961607050392157 -0.593841192911765 -0.869885648627451 -0.951177460098039 -0.667115725517647 -0.716018191545588 -0.907705069686275 0.172297590376696 -0.974031479117647 -0.955704837284314 -0.0981774599901961 0.339194419019608 -0.529712625980392 0.703696320747059 0.809746429607843 -0.691150934470588 0.168387266763725 0.0958783213178823 0.103327200446471 -0.0414731799647059 -0.0410998615673529 -0.0865701158539216 0.058891757254902 -0.0696733781032353 0.139794171916667 0.230361766267647 -0.0688443220154902 -0.647975394215686 0.635390335176471 0.00410922459411765 -0.104074113676471 -0.30170249079602 0.21706292929451
"WALKING_UPSTAIRS" 1 -0.603968847639498 -0.715370684515674 -0.509087500201881 -0.131094028989028 0.132923712942006 -0.102920059213386 -0.210598969225078 -0.52142673795674 -0.125910937090596 -0.79803658984326 -0.88388147645768 -0.971136519937304 -0.684521825799373 -0.811470407147335 -0.555738795017868 -0.148721971940439 -0.759935280090909 -0.783699059 -0.487435630497743 -0.757327282507837 -0.491146908476489 -0.78108529630094 -0.8654423130721 -0.837396755670846 -0.983550551222571 -0.877851239780564 -0.736631075484326 -0.82072686645768 -0.767894269241379 -0.797368430601881 -0.840298807147335 -0.747877079721944 -0.966049418840125 -0.916667194075235 -0.428518118318495 -0.731790107717241 -0.919544147366771 -0.640742579222884 -0.726969690047022 -0.935881559059561 0.086953080507837 -0.960106153793103 -0.951687434539185 -0.0400621896371473 0.508156449159875 -0.696252315595298 0.578134026850157 0.713217639498433 -0.56714111916489 0.227846046444514 0.131474419381191 0.0485951132615361 0.0281186660772727 0.239246665361129 -0.155522374004702 0.0291279503432602 -0.0598987773733542 0.0908791405990282 0.0528402855824451 -0.084901663477116 -0.636565693444514 0.491520758673981 -0.0318811356567085 -0.0950035033872414 -0.088019859884326 0.228724945873824
